t_ms,raw,subject,gesture
10179524,1703,s1,grip_sustained10s
10179526,1743,s1,grip_sustained10s
10179528,1718,s1,grip_sustained10s
10179530,1746,s1,grip_sustained10s
10179532,1712,s1,grip_sustained10s
10179534,1733,s1,grip_sustained10s
10179536,1715,s1,grip_sustained10s
10179538,1751,s1,grip_sustained10s
10179540,1728,s1,grip_sustained10s
10179542,1721,s1,grip_sustained10s
10179544,1715,s1,grip_sustained10s
10179546,1742,s1,grip_sustained10s
10179548,1723,s1,grip_sustained10s
10179550,1702,s1,grip_sustained10s
10179552,1725,s1,grip_sustained10s
10179554,1742,s1,grip_sustained10s
10179556,1742,s1,grip_sustained10s
10179558,1707,s1,grip_sustained10s
10179560,1741,s1,grip_sustained10s
10179562,1733,s1,grip_sustained10s
10179564,1743,s1,grip_sustained10s
10179566,1696,s1,grip_sustained10s
10179568,1744,s1,grip_sustained10s
10179570,1729,s1,grip_sustained10s
10179572,1746,s1,grip_sustained10s
10179574,1711,s1,grip_sustained10s
10179576,1744,s1,grip_sustained10s
10179578,1718,s1,grip_sustained10s
10179580,1746,s1,grip_sustained10s
10179582,1712,s1,grip_sustained10s
10179584,1733,s1,grip_sustained10s
10179586,1715,s1,grip_sustained10s
10179588,1751,s1,grip_sustained10s
10179590,1725,s1,grip_sustained10s
10179592,1722,s1,grip_sustained10s
10179594,1717,s1,grip_sustained10s
10179596,1744,s1,grip_sustained10s
10179598,1731,s1,grip_sustained10s
10179600,1709,s1,grip_sustained10s
10179602,1731,s1,grip_sustained10s
10179604,1743,s1,grip_sustained10s
10179606,1738,s1,grip_sustained10s
10179608,1701,s1,grip_sustained10s
10179610,1735,s1,grip_sustained10s
10179612,1730,s1,grip_sustained10s
10179614,1737,s1,grip_sustained10s
10179616,1694,s1,grip_sustained10s
10179618,1739,s1,grip_sustained10s
10179620,1723,s1,grip_sustained10s
10179622,1746,s1,grip_sustained10s
10179624,1710,s1,grip_sustained10s
10179626,1744,s1,grip_sustained10s
10179628,1717,s1,grip_sustained10s
10179630,1744,s1,grip_sustained10s
10179632,1712,s1,grip_sustained10s
10179634,1731,s1,grip_sustained10s
10179636,1712,s1,grip_sustained10s
10179638,1745,s1,grip_sustained10s
10179640,1722,s1,grip_sustained10s
10179642,1715,s1,grip_sustained10s
10179644,1717,s1,grip_sustained10s
10179646,1743,s1,grip_sustained10s
10179648,1728,s1,grip_sustained10s
10179650,1707,s1,grip_sustained10s
10179652,1728,s1,grip_sustained10s
10179654,1742,s1,grip_sustained10s
10179656,1743,s1,grip_sustained10s
10179658,1703,s1,grip_sustained10s
10179660,1742,s1,grip_sustained10s
10179662,1733,s1,grip_sustained10s
10179664,1740,s1,grip_sustained10s
10179666,1696,s1,grip_sustained10s
10179668,1744,s1,grip_sustained10s
10179670,1722,s1,grip_sustained10s
10179672,1745,s1,grip_sustained10s
10179674,1710,s1,grip_sustained10s
10179676,1744,s1,grip_sustained10s
10179678,1717,s1,grip_sustained10s
10179680,1745,s1,grip_sustained10s
10179682,1713,s1,grip_sustained10s
10179684,1728,s1,grip_sustained10s
10179686,1713,s1,grip_sustained10s
10179688,1750,s1,grip_sustained10s
10179690,1728,s1,grip_sustained10s
10179692,1722,s1,grip_sustained10s
10179694,1718,s1,grip_sustained10s
10179696,1744,s1,grip_sustained10s
10179698,1730,s1,grip_sustained10s
10179700,1709,s1,grip_sustained10s
10179702,1731,s1,grip_sustained10s
10179704,1744,s1,grip_sustained10s
10179706,1743,s1,grip_sustained10s
10179708,1705,s1,grip_sustained10s
10179710,1742,s1,grip_sustained10s
10179712,1731,s1,grip_sustained10s
10179714,1742,s1,grip_sustained10s
10179716,1698,s1,grip_sustained10s
10179718,1746,s1,grip_sustained10s
10179720,1726,s1,grip_sustained10s
10179722,1751,s1,grip_sustained10s
10179724,1712,s1,grip_sustained10s
10179726,1750,s1,grip_sustained10s
10179728,1722,s1,grip_sustained10s
10179730,1747,s1,grip_sustained10s
10179732,1717,s1,grip_sustained10s
10179734,1729,s1,grip_sustained10s
10179736,1713,s1,grip_sustained10s
10179738,1745,s1,grip_sustained10s
10179740,1728,s1,grip_sustained10s
10179742,1714,s1,grip_sustained10s
10179744,1719,s1,grip_sustained10s
10179746,1744,s1,grip_sustained10s
10179748,1731,s1,grip_sustained10s
10179750,1707,s1,grip_sustained10s
10179752,1730,s1,grip_sustained10s
10179754,1739,s1,grip_sustained10s
10179756,1735,s1,grip_sustained10s
10179758,1702,s1,grip_sustained10s
10179760,1738,s1,grip_sustained10s
10179762,1730,s1,grip_sustained10s
10179764,1738,s1,grip_sustained10s
10179766,1699,s1,grip_sustained10s
10179768,1744,s1,grip_sustained10s
10179770,1723,s1,grip_sustained10s
10179772,1744,s1,grip_sustained10s
10179774,1703,s1,grip_sustained10s
10179776,1742,s1,grip_sustained10s
10179778,1714,s1,grip_sustained10s
10179780,1743,s1,grip_sustained10s
10179782,1712,s1,grip_sustained10s
10179784,1727,s1,grip_sustained10s
10179786,1712,s1,grip_sustained10s
10179788,1746,s1,grip_sustained10s
10179790,1725,s1,grip_sustained10s
10179792,1717,s1,grip_sustained10s
10179794,1719,s1,grip_sustained10s
10179796,1744,s1,grip_sustained10s
10179798,1730,s1,grip_sustained10s
10179800,1709,s1,grip_sustained10s
10179802,1731,s1,grip_sustained10s
10179804,1739,s1,grip_sustained10s
10179806,1741,s1,grip_sustained10s
10179808,1698,s1,grip_sustained10s
10179810,1739,s1,grip_sustained10s
10179812,1728,s1,grip_sustained10s
10179814,1743,s1,grip_sustained10s
10179816,1697,s1,grip_sustained10s
10179818,1743,s1,grip_sustained10s
10179820,1725,s1,grip_sustained10s
10179822,1746,s1,grip_sustained10s
10179824,1710,s1,grip_sustained10s
10179826,1743,s1,grip_sustained10s
10179828,1717,s1,grip_sustained10s
10179830,1745,s1,grip_sustained10s
10179832,1713,s1,grip_sustained10s
10179834,1730,s1,grip_sustained10s
10179836,1713,s1,grip_sustained10s
10179838,1750,s1,grip_sustained10s
10179840,1726,s1,grip_sustained10s
10179842,1717,s1,grip_sustained10s
10179844,1715,s1,grip_sustained10s
10179846,1744,s1,grip_sustained10s
10179848,1733,s1,grip_sustained10s
10179850,1703,s1,grip_sustained10s
10179852,1731,s1,grip_sustained10s
10179854,1737,s1,grip_sustained10s
10179856,1743,s1,grip_sustained10s
10179858,1705,s1,grip_sustained10s
10179860,1742,s1,grip_sustained10s
10179862,1730,s1,grip_sustained10s
10179864,1738,s1,grip_sustained10s
10179866,1699,s1,grip_sustained10s
10179868,1744,s1,grip_sustained10s
10179870,1724,s1,grip_sustained10s
10179872,1748,s1,grip_sustained10s
10179874,1711,s1,grip_sustained10s
10179876,1745,s1,grip_sustained10s
10179878,1718,s1,grip_sustained10s
10179880,1745,s1,grip_sustained10s
10179882,1714,s1,grip_sustained10s
10179884,1729,s1,grip_sustained10s
10179886,1713,s1,grip_sustained10s
10179888,1750,s1,grip_sustained10s
10179890,1728,s1,grip_sustained10s
10179892,1715,s1,grip_sustained10s
10179894,1722,s1,grip_sustained10s
10179896,1741,s1,grip_sustained10s
10179898,1734,s1,grip_sustained10s
10179900,1701,s1,grip_sustained10s
10179902,1731,s1,grip_sustained10s
10179904,1739,s1,grip_sustained10s
10179906,1742,s1,grip_sustained10s
10179908,1698,s1,grip_sustained10s
10179910,1739,s1,grip_sustained10s
10179912,1728,s1,grip_sustained10s
10179914,1744,s1,grip_sustained10s
10179916,1696,s1,grip_sustained10s
10179918,1744,s1,grip_sustained10s
10179920,1725,s1,grip_sustained10s
10179922,1750,s1,grip_sustained10s
10179924,1712,s1,grip_sustained10s
10179926,1744,s1,grip_sustained10s
10179928,1715,s1,grip_sustained10s
10179930,1744,s1,grip_sustained10s
10179932,1715,s1,grip_sustained10s
10179934,1729,s1,grip_sustained10s
10179936,1713,s1,grip_sustained10s
10179938,1747,s1,grip_sustained10s
10179940,1728,s1,grip_sustained10s
10179942,1723,s1,grip_sustained10s
10179944,1718,s1,grip_sustained10s
10179946,1743,s1,grip_sustained10s
10179948,1731,s1,grip_sustained10s
10179950,1702,s1,grip_sustained10s
10179952,1734,s1,grip_sustained10s
10179954,1734,s1,grip_sustained10s
10179956,1738,s1,grip_sustained10s
10179958,1700,s1,grip_sustained10s
10179960,1743,s1,grip_sustained10s
10179962,1728,s1,grip_sustained10s
10179964,1744,s1,grip_sustained10s
10179966,1700,s1,grip_sustained10s
10179968,1743,s1,grip_sustained10s
10179970,1721,s1,grip_sustained10s
10179972,1746,s1,grip_sustained10s
10179974,1712,s1,grip_sustained10s
10179976,1744,s1,grip_sustained10s
10179978,1715,s1,grip_sustained10s
10179980,1745,s1,grip_sustained10s
10179982,1712,s1,grip_sustained10s
10179984,1723,s1,grip_sustained10s
10179986,1707,s1,grip_sustained10s
10179988,1745,s1,grip_sustained10s
10179990,1726,s1,grip_sustained10s
10179992,1712,s1,grip_sustained10s
10179994,1715,s1,grip_sustained10s
10179996,1743,s1,grip_sustained10s
10179998,1732,s1,grip_sustained10s
10180000,1702,s1,grip_sustained10s
10180002,1733,s1,grip_sustained10s
10180004,1742,s1,grip_sustained10s
10180006,1744,s1,grip_sustained10s
10180008,1701,s1,grip_sustained10s
10180010,1742,s1,grip_sustained10s
10180012,1729,s1,grip_sustained10s
10180014,1743,s1,grip_sustained10s
10180016,1701,s1,grip_sustained10s
10180018,1746,s1,grip_sustained10s
10180020,1725,s1,grip_sustained10s
10180022,1751,s1,grip_sustained10s
10180024,1710,s1,grip_sustained10s
10180026,1744,s1,grip_sustained10s
10180028,1718,s1,grip_sustained10s
10180030,1749,s1,grip_sustained10s
10180032,1715,s1,grip_sustained10s
10180034,1726,s1,grip_sustained10s
10180036,1714,s1,grip_sustained10s
10180038,1751,s1,grip_sustained10s
10180040,1728,s1,grip_sustained10s
10180042,1717,s1,grip_sustained10s
10180044,1725,s1,grip_sustained10s
10180046,1744,s1,grip_sustained10s
10180048,1732,s1,grip_sustained10s
10180050,1704,s1,grip_sustained10s
10180052,1734,s1,grip_sustained10s
10180054,1739,s1,grip_sustained10s
10180056,1743,s1,grip_sustained10s
10180058,1707,s1,grip_sustained10s
10180060,1744,s1,grip_sustained10s
10180062,1730,s1,grip_sustained10s
10180064,1744,s1,grip_sustained10s
10180066,1705,s1,grip_sustained10s
10180068,1745,s1,grip_sustained10s
